Year,Month,Vegetable,Quantity_Sold,Growth,Percentage
2018,1,Christophine,1881.25,1675.02,-6.07
2018,2,Christophine,2029.9,2133.5,7.9
2018,3,Christophine,2101.42,2015.42,3.52
2018,4,Christophine,1911.18,1530.06,-9.05
2018,5,Christophine,1963.56,2192.94,2.74
2018,6,Christophine,2155.39,2020.11,9.77
2018,7,Christophine,2286.63,2277.76,6.09
2018,8,Christophine,2281.36,2060.01,-0.23
2018,9,Christophine,2276.43,2303.5,-0.22
2018,10,Christophine,2402.64,2860.58,5.54
2018,11,Christophine,2293.18,2434.35,-4.56
2018,12,Christophine,2231.44,2654.05,-2.69
2019,1,Christophine,2034.26,1977.97,-8.84
2019,2,Christophine,2030.86,1878.55,-0.17
2019,3,Christophine,2177.88,2111.61,7.24
2019,4,Christophine,2111.81,2234.24,-3.03
2019,5,Christophine,2093.08,2386.11,-0.89
2019,6,Christophine,2113.23,2051.05,0.96
2019,7,Christophine,2317.48,2370.62,9.67
2019,8,Christophine,2104.6,2397.31,-9.19
2019,9,Christophine,2080.51,2453.2,-1.14
2019,10,Christophine,1963.08,1818.92,-5.64
2019,11,Christophine,2079.28,2096.14,5.92
2019,12,Christophine,2083.32,1990.06,0.19
2020,1,Christophine,2241.84,1912.98,7.61
2020,2,Christophine,2316.55,2481.32,3.33
2020,3,Christophine,2459.83,2023.86,6.19
2020,4,Christophine,2529.72,2556.27,2.84
2020,5,Christophine,2725.44,2218.47,7.74
2020,6,Christophine,2550.93,2866.72,-6.4
2020,7,Christophine,2573.19,2641.14,0.87
2020,8,Christophine,2332.87,2567.44,-9.34
2020,9,Christophine,2172.15,2297.08,-6.89
2020,10,Christophine,2150.51,2432.26,-1.0
2020,11,Christophine,2225.59,2013.53,3.49
2020,12,Christophine,2291.16,2429.25,2.95
2021,1,Christophine,2250.87,2121.27,-1.76
2021,2,Christophine,2301.74,1975.47,2.26
2021,3,Christophine,2306.64,2649.36,0.21
2021,4,Christophine,2153.11,2439.12,-6.66
2021,5,Christophine,2217.61,2491.26,3.0
2021,6,Christophine,2313.01,2231.12,4.3
2021,7,Christophine,2327.72,2052.47,0.64
2021,8,Christophine,2095.18,2282.97,-9.99
2021,9,Christophine,2254.85,2323.38,7.62
2021,10,Christophine,2209.67,2385.97,-2.0
2021,11,Christophine,2108.29,2511.66,-4.59
2021,12,Christophine,2234.62,2519.28,5.99
2022,1,Christophine,2246.5,1996.41,0.53
2022,2,Christophine,2168.44,2346.4,-3.47
2022,3,Christophine,2217.44,1846.39,2.26
2022,4,Christophine,2196.01,1783.57,-0.97
2022,5,Christophine,2164.95,2027.14,-1.41
2022,6,Christophine,2145.45,2032.75,-0.9
2022,7,Christophine,2203.57,2176.36,2.71
2022,8,Christophine,2035.16,2255.35,-7.64
2022,9,Christophine,1866.62,2027.91,-8.28
2022,10,Christophine,1896.34,1564.19,1.59
2022,11,Christophine,1955.24,1936.55,3.11
2022,12,Christophine,1773.65,1649.21,-9.29
2023,1,Christophine,1812.85,2012.16,2.21
2023,2,Christophine,1992.59,1903.25,9.92
2023,3,Christophine,2127.07,2500.66,6.75
2023,4,Christophine,2016.56,1693.26,-5.2
2023,5,Christophine,2160.41,2480.56,7.13
2023,6,Christophine,2040.7,1904.0,-5.54
2023,7,Christophine,2171.51,1845.29,6.41
2023,8,Christophine,2367.94,2567.26,9.05
2023,9,Christophine,2397.89,2168.02,1.26
2023,10,Christophine,2229.63,2241.61,-7.02
2023,11,Christophine,2186.41,2544.57,-1.94
2023,12,Christophine,2036.85,1849.34,-6.84
2024,1,Christophine,2018.62,2237.64,-0.89
2024,2,Christophine,2139.61,2040.34,5.99
2024,3,Christophine,2253.64,2461.89,5.33
2024,4,Christophine,2320.22,2143.38,2.95
2024,5,Christophine,2394.72,2733.65,3.21
2024,6,Christophine,2589.11,2925.21,8.12
2024,7,Christophine,2766.27,2290.15,6.84
2024,8,Christophine,2713.16,2986.13,-1.92
2024,9,Christophine,2788.63,2515.29,2.78
2024,10,Christophine,2544.64,2039.49,-8.75
2024,11,Christophine,2325.69,2373.41,-8.6
2024,12,Christophine,2542.64,2212.32,9.33
2013,1,Asparagus,914.82,924.09,-5.1
2013,2,Asparagus,999.02,924.03,9.2
2013,3,Asparagus,1006.21,925.73,0.72
2013,4,Asparagus,985.0,986.65,-2.11
2013,5,Asparagus,1041.93,1018.05,5.78
2013,6,Asparagus,1061.27,1241.55,1.86
2013,7,Asparagus,956.16,816.09,-9.9
2013,8,Asparagus,1021.89,1060.08,6.87
2013,9,Asparagus,1007.08,834.55,-1.45
2013,10,Asparagus,1084.42,1080.12,7.68
2013,11,Asparagus,1050.74,1259.2,-3.11
2013,12,Asparagus,1059.7,876.83,0.85
2014,1,Asparagus,1054.8,1234.95,-0.46
2014,2,Asparagus,1051.29,1028.85,-0.33
2014,3,Asparagus,1104.67,1089.9,5.08
2014,4,Asparagus,1152.33,963.14,4.31
2014,5,Asparagus,1135.9,1013.74,-1.43
2014,6,Asparagus,1145.17,1120.87,0.82
2014,7,Asparagus,1135.38,1067.27,-0.85
2014,8,Asparagus,1055.97,1108.46,-6.99
2014,9,Asparagus,1105.04,1001.47,4.65
2014,10,Asparagus,1065.15,919.25,-3.61
2014,11,Asparagus,1049.13,1161.15,-1.5
2014,12,Asparagus,1093.52,1311.85,4.23
2015,1,Asparagus,1200.47,1061.36,9.78
2015,2,Asparagus,1212.13,1366.69,0.97
2015,3,Asparagus,1278.88,1035.34,5.51
2015,4,Asparagus,1234.55,1229.73,-3.47
2015,5,Asparagus,1205.47,1337.37,-2.36
2015,6,Asparagus,1305.39,1170.98,8.29
2015,7,Asparagus,1326.1,1169.53,1.59
2015,8,Asparagus,1320.32,1136.71,-0.44
2015,9,Asparagus,1246.45,1210.15,-5.6
2015,10,Asparagus,1354.25,1296.62,8.65
2015,11,Asparagus,1426.91,1205.92,5.37
2015,12,Asparagus,1497.3,1582.59,4.93
2016,1,Asparagus,1603.5,1694.95,7.09
2016,2,Asparagus,1726.26,1654.54,7.66
2016,3,Asparagus,1561.81,1684.42,-9.53
2016,4,Asparagus,1435.9,1371.76,-8.06
2016,5,Asparagus,1487.79,1280.92,3.61
2016,6,Asparagus,1405.76,1417.35,-5.51
2016,7,Asparagus,1511.36,1418.59,7.51
2016,8,Asparagus,1634.79,1891.14,8.17
2016,9,Asparagus,1571.34,1584.13,-3.88
2016,10,Asparagus,1445.6,1351.83,-8.0
2016,11,Asparagus,1316.79,1125.34,-8.91
2016,12,Asparagus,1279.05,1304.37,-2.87
2017,1,Asparagus,1258.53,1051.68,-1.6
2017,2,Asparagus,1153.94,1138.94,-8.31
2017,3,Asparagus,1067.41,919.9,-7.5
2017,4,Asparagus,1117.18,926.65,4.66
2017,5,Asparagus,1148.46,1166.53,2.8
2017,6,Asparagus,1203.46,1161.06,4.79
2017,7,Asparagus,1103.62,1078.6,-8.3
2017,8,Asparagus,1157.77,996.79,4.91
2017,9,Asparagus,1248.71,1365.6,7.85
2017,10,Asparagus,1273.19,1376.12,1.96
2017,11,Asparagus,1198.31,1360.31,-5.88
2017,12,Asparagus,1246.66,1429.6,4.03
2018,1,Asparagus,1191.14,1120.88,-4.45
2018,2,Asparagus,1303.24,1049.11,9.41
2018,3,Asparagus,1401.28,1163.92,7.52
2018,4,Asparagus,1325.14,1139.25,-5.43
2018,5,Asparagus,1281.15,1208.33,-3.32
2018,6,Asparagus,1333.8,1188.39,4.11
2018,7,Asparagus,1204.26,1000.93,-9.71
2018,8,Asparagus,1167.87,1214.99,-3.02
2018,9,Asparagus,1174.83,1162.7,0.6
2018,10,Asparagus,1229.03,1289.37,4.61
2018,11,Asparagus,1341.07,1141.67,9.12
2018,12,Asparagus,1464.55,1547.67,9.21
2019,1,Asparagus,1429.18,1344.26,-2.42
2019,2,Asparagus,1449.01,1440.24,1.39
2019,3,Asparagus,1428.59,1320.44,-1.41
2019,4,Asparagus,1317.59,1137.77,-7.77
2019,5,Asparagus,1222.37,983.74,-7.23
2019,6,Asparagus,1119.2,1171.73,-8.44
2019,7,Asparagus,1214.42,1308.3,8.51
2019,8,Asparagus,1176.97,1256.53,-3.08
2019,9,Asparagus,1076.59,1078.64,-8.53
2019,10,Asparagus,1182.33,1086.47,9.82
2019,11,Asparagus,1288.08,1472.49,8.94
2019,12,Asparagus,1411.48,1500.11,9.58
2020,1,Asparagus,1290.73,1461.04,-8.55
2020,2,Asparagus,1174.13,1357.68,-9.03
2020,3,Asparagus,1209.68,1040.84,3.03
2020,4,Asparagus,1106.44,1326.97,-8.53
2020,5,Asparagus,1155.09,1053.65,4.4
2020,6,Asparagus,1051.85,856.15,-8.94
2020,7,Asparagus,1036.25,840.58,-1.48
2020,8,Asparagus,957.27,976.6,-7.62
2020,9,Asparagus,862.46,823.51,-9.9
2020,10,Asparagus,854.22,1011.64,-0.96
2020,11,Asparagus,831.84,917.9,-2.62
2020,12,Asparagus,838.35,919.85,0.78
2021,1,Asparagus,907.52,991.57,8.25
2021,2,Asparagus,925.0,872.64,1.93
2021,3,Asparagus,906.92,999.67,-1.95
2021,4,Asparagus,884.93,1018.22,-2.42
2021,5,Asparagus,942.98,787.59,6.56
2021,6,Asparagus,931.12,788.18,-1.26
2021,7,Asparagus,973.59,809.81,4.56
2021,8,Asparagus,892.64,732.48,-8.31
2021,9,Asparagus,968.22,776.33,8.47
2021,10,Asparagus,1052.54,1125.93,8.71
2021,11,Asparagus,947.67,1036.31,-9.96
2021,12,Asparagus,870.49,729.33,-8.14
2022,1,Asparagus,794.71,814.05,-8.71
2022,2,Asparagus,831.14,692.5,4.58
2022,3,Asparagus,788.25,908.7,-5.16
2022,4,Asparagus,831.79,884.12,5.52
2022,5,Asparagus,884.3,768.9,6.31
2022,6,Asparagus,837.1,849.45,-5.34
2022,7,Asparagus,902.46,906.19,7.81
2022,8,Asparagus,812.38,674.0,-9.98
2022,9,Asparagus,815.54,962.58,0.39
2022,10,Asparagus,885.74,1047.06,8.61
2022,11,Asparagus,799.35,717.81,-9.75
2022,12,Asparagus,725.89,804.33,-9.19
2023,1,Asparagus,733.01,672.99,0.98
2023,2,Asparagus,697.23,633.23,-4.88
2023,3,Asparagus,745.18,648.86,6.88
2023,4,Asparagus,800.17,821.64,7.38
2023,5,Asparagus,801.44,802.63,0.16
2023,6,Asparagus,750.83,631.04,-6.31
2023,7,Asparagus,741.79,784.86,-1.2
2023,8,Asparagus,722.02,642.78,-2.66
2023,9,Asparagus,706.98,764.44,-2.08
2023,10,Asparagus,754.67,878.6,6.75
2023,11,Asparagus,720.52,623.45,-4.53
2023,12,Asparagus,722.26,811.33,0.24
2024,1,Asparagus,730.13,864.48,1.09
2024,2,Asparagus,705.92,729.16,-3.32
2024,3,Asparagus,707.47,699.16,0.22
2024,4,Asparagus,710.93,596.22,0.49
2024,5,Asparagus,643.74,745.91,-9.45
2024,6,Asparagus,643.01,718.65,-0.11
2024,7,Asparagus,613.16,535.2,-4.64
2024,8,Asparagus,556.45,650.96,-9.25
2024,9,Asparagus,561.63,620.12,0.93
2024,10,Asparagus,593.38,524.1,5.65
2024,11,Asparagus,603.9,724.42,1.77
2024,12,Asparagus,559.64,495.78,-7.33
2013,1,Turnip A,1113.06,1013.08,-5.27
2013,2,Turnip A,1127.99,1290.05,1.34
2013,3,Turnip A,1045.1,1247.05,-7.35
2013,4,Turnip A,1019.0,1099.53,-2.5
2013,5,Turnip A,1070.17,1196.58,5.02
2013,6,Turnip A,1068.98,934.11,-0.11
2013,7,Turnip A,1012.81,811.1,-5.25
2013,8,Turnip A,1054.23,978.33,4.09
2013,9,Turnip A,1048.62,1197.05,-0.53
2013,10,Turnip A,997.82,820.14,-4.84
2013,11,Turnip A,953.57,834.64,-4.44
2013,12,Turnip A,984.31,914.58,3.22
2014,1,Turnip A,1052.56,1044.34,6.93
2014,2,Turnip A,1030.54,1036.62,-2.09
2014,3,Turnip A,1008.11,1064.81,-2.18
2014,4,Turnip A,947.46,850.72,-6.02
2014,5,Turnip A,1006.59,900.05,6.24
2014,6,Turnip A,1102.59,1103.89,9.54
2014,7,Turnip A,1071.0,946.29,-2.87
2014,8,Turnip A,1113.72,1121.16,3.99
2014,9,Turnip A,1092.02,1159.13,-1.95
2014,10,Turnip A,997.04,1084.65,-8.7
2014,11,Turnip A,934.06,1082.7,-6.32
2014,12,Turnip A,929.58,943.38,-0.48
2015,1,Turnip A,970.0,887.4,4.35
2015,2,Turnip A,929.35,980.49,-4.19
2015,3,Turnip A,897.52,994.48,-3.43
2015,4,Turnip A,838.45,846.71,-6.58
2015,5,Turnip A,762.86,790.19,-9.02
2015,6,Turnip A,778.91,774.37,2.1
2015,7,Turnip A,766.03,707.56,-1.65
2015,8,Turnip A,692.47,748.97,-9.6
2015,9,Turnip A,627.51,520.56,-9.38
2015,10,Turnip A,671.4,595.49,6.99
2015,11,Turnip A,681.92,696.28,1.57
2015,12,Turnip A,625.0,667.66,-8.35
2016,1,Turnip A,592.98,562.57,-5.12
2016,2,Turnip A,577.36,472.67,-2.63
2016,3,Turnip A,574.65,537.19,-0.47
2016,4,Turnip A,590.69,677.63,2.79
2016,5,Turnip A,594.58,496.92,0.66
2016,6,Turnip A,590.37,544.8,-0.71
2016,7,Turnip A,562.82,666.41,-4.67
2016,8,Turnip A,592.02,576.41,5.19
2016,9,Turnip A,613.44,498.81,3.62
2016,10,Turnip A,577.68,591.62,-5.83
2016,11,Turnip A,628.14,697.33,8.74
2016,12,Turnip A,604.04,528.55,-3.84
2017,1,Turnip A,655.04,776.74,8.44
2017,2,Turnip A,699.89,628.67,6.85
2017,3,Turnip A,759.25,674.65,8.48
2017,4,Turnip A,758.42,690.0,-0.11
2017,5,Turnip A,776.31,790.12,2.36
2017,6,Turnip A,801.11,717.51,3.2
2017,7,Turnip A,777.28,783.29,-2.97
2017,8,Turnip A,818.3,690.62,5.28
2017,9,Turnip A,774.81,852.42,-5.31
2017,10,Turnip A,780.07,923.98,0.68
2017,11,Turnip A,718.78,708.45,-7.86
2017,12,Turnip A,668.67,749.87,-6.97
2018,1,Turnip A,675.99,663.78,1.09
2018,2,Turnip A,690.38,774.24,2.13
2018,3,Turnip A,699.22,695.67,1.28
2018,4,Turnip A,670.99,638.34,-4.04
2018,5,Turnip A,604.54,523.88,-9.9
2018,6,Turnip A,660.43,755.8,9.25
2018,7,Turnip A,710.55,632.82,7.59
2018,8,Turnip A,678.46,710.72,-4.52
2018,9,Turnip A,741.74,787.39,9.33
2018,10,Turnip A,690.83,710.39,-6.86
2018,11,Turnip A,635.14,576.42,-8.06
2018,12,Turnip A,692.49,595.73,9.03
2019,1,Turnip A,752.55,725.92,8.67
2019,2,Turnip A,710.4,722.78,-5.6
2019,3,Turnip A,674.84,645.21,-5.0
2019,4,Turnip A,699.72,838.96,3.69
2019,5,Turnip A,635.72,578.55,-9.15
2019,6,Turnip A,694.78,772.09,9.29
2019,7,Turnip A,647.46,588.37,-6.81
2019,8,Turnip A,636.24,541.39,-1.73
2019,9,Turnip A,625.87,516.5,-1.63
2019,10,Turnip A,571.86,532.47,-8.63
2019,11,Turnip A,527.39,581.43,-7.78
2019,12,Turnip A,543.11,479.23,2.98
2020,1,Turnip A,535.73,529.07,-1.36
2020,2,Turnip A,557.88,579.43,4.13
2020,3,Turnip A,504.99,517.81,-9.48
2020,4,Turnip A,506.11,541.93,0.22
2020,5,Turnip A,526.31,606.38,3.99
2020,6,Turnip A,571.49,672.08,8.58
2020,7,Turnip A,519.5,419.0,-9.1
2020,8,Turnip A,485.0,452.09,-6.64
2020,9,Turnip A,508.95,474.65,4.94
2020,10,Turnip A,462.8,535.17,-9.07
2020,11,Turnip A,485.83,526.38,4.98
2020,12,Turnip A,449.8,492.89,-7.42
2021,1,Turnip A,407.98,455.17,-9.3
2021,2,Turnip A,427.58,416.36,4.8
2021,3,Turnip A,387.24,389.03,-9.44
2021,4,Turnip A,400.14,428.15,3.33
2021,5,Turnip A,384.29,404.21,-3.96
2021,6,Turnip A,357.27,400.61,-7.03
2021,7,Turnip A,389.72,460.1,9.08
2021,8,Turnip A,393.12,461.55,0.87
2021,9,Turnip A,381.75,456.97,-2.89
2021,10,Turnip A,408.83,359.97,7.1
2021,11,Turnip A,431.53,448.74,5.55
2021,12,Turnip A,388.44,346.62,-9.99
2022,1,Turnip A,408.83,346.23,5.25
2022,2,Turnip A,369.17,355.96,-9.7
2022,3,Turnip A,385.99,310.93,4.55
2022,4,Turnip A,378.08,305.41,-2.05
2022,5,Turnip A,371.25,395.25,-1.8
2022,6,Turnip A,348.84,327.66,-6.04
2022,7,Turnip A,333.89,365.55,-4.29
2022,8,Turnip A,335.2,291.98,0.39
2022,9,Turnip A,312.89,333.61,-6.66
2022,10,Turnip A,313.18,367.27,0.09
2022,11,Turnip A,323.22,315.79,3.21
2022,12,Turnip A,315.5,365.79,-2.39
2023,1,Turnip A,305.56,271.37,-3.15
2023,2,Turnip A,321.75,384.48,5.3
2023,3,Turnip A,346.04,348.02,7.55
2023,4,Turnip A,329.81,304.76,-4.69
2023,5,Turnip A,342.22,348.12,3.76
2023,6,Turnip A,322.1,301.63,-5.88
2023,7,Turnip A,299.93,268.97,-6.88
2023,8,Turnip A,285.34,303.44,-4.87
2023,9,Turnip A,292.08,343.2,2.36
2023,10,Turnip A,299.24,241.71,2.45
2023,11,Turnip A,294.79,349.74,-1.49
2023,12,Turnip A,315.41,324.43,6.99
2024,1,Turnip A,303.2,280.85,-3.87
2024,2,Turnip A,288.68,245.86,-4.79
2024,3,Turnip A,294.96,277.99,2.18
2024,4,Turnip A,284.17,242.94,-3.66
2024,5,Turnip A,262.6,221.86,-7.59
2024,6,Turnip A,250.25,253.34,-4.7
2024,7,Turnip A,259.9,279.46,3.86
2024,8,Turnip A,253.32,272.59,-2.53
2024,9,Turnip A,267.92,226.84,5.76
2024,10,Turnip A,286.27,327.31,6.85
2024,11,Turnip A,302.83,346.67,5.78
2024,12,Turnip A,292.29,260.3,-3.48
2013,1,Brussels Sprout,973.14,968.99,-1.0
2013,2,Brussels Sprout,1000.94,995.31,2.86
2013,3,Brussels Sprout,971.78,890.26,-2.91
2013,4,Brussels Sprout,1032.95,1069.51,6.3
2013,5,Brussels Sprout,1036.59,1212.78,0.35
2013,6,Brussels Sprout,953.13,794.92,-8.05
2013,7,Brussels Sprout,926.99,831.9,-2.74
2013,8,Brussels Sprout,966.11,1043.46,4.22
2013,9,Brussels Sprout,972.82,800.87,0.69
2013,10,Brussels Sprout,894.85,1036.22,-8.01
2013,11,Brussels Sprout,846.82,732.31,-5.37
2013,12,Brussels Sprout,903.78,817.69,6.73
2014,1,Brussels Sprout,844.24,892.85,-6.59
2014,2,Brussels Sprout,763.75,753.32,-9.53
2014,3,Brussels Sprout,771.93,825.29,1.07
2014,4,Brussels Sprout,837.63,696.88,8.51
2014,5,Brussels Sprout,791.46,753.81,-5.51
2014,6,Brussels Sprout,736.06,601.06,-7.0
2014,7,Brussels Sprout,668.07,587.12,-9.24
2014,8,Brussels Sprout,708.64,832.21,6.07
2014,9,Brussels Sprout,700.19,833.37,-1.19
2014,10,Brussels Sprout,668.82,575.27,-4.48
2014,11,Brussels Sprout,704.85,657.71,5.39
2014,12,Brussels Sprout,642.96,594.93,-8.78
2015,1,Brussels Sprout,588.62,565.72,-8.45
2015,2,Brussels Sprout,635.51,544.43,7.97
2015,3,Brussels Sprout,634.81,534.93,-0.11
2015,4,Brussels Sprout,639.46,658.26,0.73
2015,5,Brussels Sprout,677.77,566.6,5.99
2015,6,Brussels Sprout,630.09,506.7,-7.03
2015,7,Brussels Sprout,667.31,800.41,5.91
2015,8,Brussels Sprout,606.91,646.92,-9.05
2015,9,Brussels Sprout,609.47,697.48,0.42
2015,10,Brussels Sprout,633.17,572.28,3.89
2015,11,Brussels Sprout,570.25,657.83,-9.94
2015,12,Brussels Sprout,611.15,495.3,7.17
2016,1,Brussels Sprout,588.66,678.1,-3.68
2016,2,Brussels Sprout,589.75,485.41,0.19
2016,3,Brussels Sprout,598.81,548.63,1.54
2016,4,Brussels Sprout,586.62,517.82,-2.04
2016,5,Brussels Sprout,599.14,564.37,2.14
2016,6,Brussels Sprout,641.34,545.84,7.04
2016,7,Brussels Sprout,628.02,722.05,-2.08
2016,8,Brussels Sprout,601.99,616.05,-4.15
2016,9,Brussels Sprout,555.28,586.7,-7.76
2016,10,Brussels Sprout,505.47,557.07,-8.97
2016,11,Brussels Sprout,502.37,477.06,-0.61
2016,12,Brussels Sprout,463.31,499.21,-7.77
2017,1,Brussels Sprout,441.96,368.01,-4.61
2017,2,Brussels Sprout,428.37,461.56,-3.08
2017,3,Brussels Sprout,392.81,428.82,-8.3
2017,4,Brussels Sprout,359.48,335.19,-8.48
2017,5,Brussels Sprout,370.82,405.51,3.15
2017,6,Brussels Sprout,383.51,332.6,3.42
2017,7,Brussels Sprout,351.33,412.05,-8.39
2017,8,Brussels Sprout,324.03,301.02,-7.77
2017,9,Brussels Sprout,338.23,313.7,4.38
2017,10,Brussels Sprout,371.62,312.61,9.87
2017,11,Brussels Sprout,393.29,345.26,5.83
2017,12,Brussels Sprout,419.69,366.67,6.71
2018,1,Brussels Sprout,416.01,442.84,-0.88
2018,2,Brussels Sprout,411.44,492.55,-1.1
2018,3,Brussels Sprout,404.89,468.96,-1.59
2018,4,Brussels Sprout,383.01,313.0,-5.4
2018,5,Brussels Sprout,369.25,306.67,-3.59
2018,6,Brussels Sprout,384.24,423.12,4.06
2018,7,Brussels Sprout,408.46,480.8,6.3
2018,8,Brussels Sprout,411.51,493.58,0.75
2018,9,Brussels Sprout,448.18,492.99,8.91
2018,10,Brussels Sprout,415.21,406.0,-7.36
2018,11,Brussels Sprout,424.73,340.6,2.29
2018,12,Brussels Sprout,405.75,380.92,-4.47
2019,1,Brussels Sprout,425.17,490.83,4.79
2019,2,Brussels Sprout,406.91,371.51,-4.3
2019,3,Brussels Sprout,406.89,349.53,-0.0
2019,4,Brussels Sprout,377.27,401.03,-7.28
2019,5,Brussels Sprout,384.14,440.76,1.82
2019,6,Brussels Sprout,354.04,310.72,-7.84
2019,7,Brussels Sprout,350.14,315.44,-1.1
2019,8,Brussels Sprout,368.11,305.54,5.13
2019,9,Brussels Sprout,363.89,397.76,-1.15
2019,10,Brussels Sprout,358.13,315.67,-1.58
2019,11,Brussels Sprout,331.6,386.85,-7.41
2019,12,Brussels Sprout,340.54,331.6,2.7
2020,1,Brussels Sprout,330.32,266.93,-3.0
2020,2,Brussels Sprout,355.85,285.14,7.73
2020,3,Brussels Sprout,328.37,287.46,-7.72
2020,4,Brussels Sprout,332.76,304.16,1.34
2020,5,Brussels Sprout,321.4,362.9,-3.41
2020,6,Brussels Sprout,326.61,365.55,1.62
2020,7,Brussels Sprout,349.07,308.57,6.87
2020,8,Brussels Sprout,368.61,318.39,5.6
2020,9,Brussels Sprout,374.24,442.95,1.53
2020,10,Brussels Sprout,365.65,322.43,-2.3
2020,11,Brussels Sprout,346.4,286.31,-5.26
2020,12,Brussels Sprout,336.9,344.58,-2.74
2021,1,Brussels Sprout,311.88,320.87,-7.43
2021,2,Brussels Sprout,321.67,278.73,3.14
2021,3,Brussels Sprout,352.78,285.94,9.67
2021,4,Brussels Sprout,339.86,397.21,-3.66
2021,5,Brussels Sprout,362.38,379.05,6.63
2021,6,Brussels Sprout,388.06,389.81,7.09
2021,7,Brussels Sprout,422.65,384.03,8.91
2021,8,Brussels Sprout,428.49,428.61,1.38
2021,9,Brussels Sprout,420.06,400.53,-1.97
2021,10,Brussels Sprout,386.61,351.17,-7.96
2021,11,Brussels Sprout,390.2,358.27,0.93
2021,12,Brussels Sprout,402.8,383.1,3.23
2022,1,Brussels Sprout,433.23,492.35,7.56
2022,2,Brussels Sprout,409.34,445.58,-5.52
2022,3,Brussels Sprout,391.32,442.73,-4.4
2022,4,Brussels Sprout,394.3,383.92,0.76
2022,5,Brussels Sprout,402.97,460.66,2.2
2022,6,Brussels Sprout,420.98,441.79,4.47
2022,7,Brussels Sprout,414.21,489.77,-1.61
2022,8,Brussels Sprout,431.46,363.52,4.17
2022,9,Brussels Sprout,432.51,410.37,0.24
2022,10,Brussels Sprout,418.89,401.28,-3.15
2022,11,Brussels Sprout,430.29,491.33,2.72
2022,12,Brussels Sprout,457.39,537.44,6.3
2023,1,Brussels Sprout,475.87,453.19,4.04
2023,2,Brussels Sprout,512.09,456.41,7.61
2023,3,Brussels Sprout,546.68,475.69,6.75
2023,4,Brussels Sprout,518.05,580.69,-5.24
2023,5,Brussels Sprout,549.4,600.45,6.05
2023,6,Brussels Sprout,514.45,567.02,-6.36
2023,7,Brussels Sprout,496.83,429.37,-3.42
2023,8,Brussels Sprout,449.31,505.16,-9.57
2023,9,Brussels Sprout,445.98,420.19,-0.74
2023,10,Brussels Sprout,428.76,403.74,-3.86
2023,11,Brussels Sprout,448.33,492.97,4.56
2023,12,Brussels Sprout,450.97,417.8,0.59
2024,1,Brussels Sprout,407.85,385.22,-9.56
2024,2,Brussels Sprout,411.79,434.54,0.97
2024,3,Brussels Sprout,396.71,350.5,-3.66
2024,4,Brussels Sprout,393.01,434.87,-0.93
2024,5,Brussels Sprout,409.46,446.14,4.19
2024,6,Brussels Sprout,438.34,401.4,7.05
2024,7,Brussels Sprout,411.2,472.71,-6.19
2024,8,Brussels Sprout,421.99,416.98,2.62
2024,9,Brussels Sprout,387.94,321.42,-8.07
2024,10,Brussels Sprout,413.68,389.4,6.63
2024,11,Brussels Sprout,437.26,438.05,5.7
2024,12,Brussels Sprout,446.27,447.38,2.06
2013,1,Chilli Green (Machhe),942.77,933.95,-8.11
2013,2,Chilli Green (Machhe),984.44,803.4,4.42
2013,3,Chilli Green (Machhe),983.06,830.36,-0.14
2013,4,Chilli Green (Machhe),929.2,831.81,-5.48
2013,5,Chilli Green (Machhe),919.62,871.81,-1.03
2013,6,Chilli Green (Machhe),958.62,888.13,4.24
2013,7,Chilli Green (Machhe),1021.98,1150.71,6.61
2013,8,Chilli Green (Machhe),1076.41,1114.27,5.33
2013,9,Chilli Green (Machhe),973.44,971.57,-9.57
2013,10,Chilli Green (Machhe),961.28,885.62,-1.25
2013,11,Chilli Green (Machhe),925.33,751.58,-3.74
2013,12,Chilli Green (Machhe),868.59,1022.09,-6.13
2014,1,Chilli Green (Machhe),941.89,963.25,8.44
2014,2,Chilli Green (Machhe),933.99,866.65,-0.84
2014,3,Chilli Green (Machhe),856.88,760.38,-8.26
2014,4,Chilli Green (Machhe),903.47,853.91,5.44
2014,5,Chilli Green (Machhe),816.36,696.94,-9.64
2014,6,Chilli Green (Machhe),770.36,663.38,-5.64
2014,7,Chilli Green (Machhe),717.76,640.74,-6.83
2014,8,Chilli Green (Machhe),667.75,588.32,-6.97
2014,9,Chilli Green (Machhe),718.16,610.24,7.55
2014,10,Chilli Green (Machhe),756.0,823.4,5.27
2014,11,Chilli Green (Machhe),800.65,903.02,5.91
2014,12,Chilli Green (Machhe),878.77,734.9,9.76
2015,1,Chilli Green (Machhe),943.52,920.71,7.37
2015,2,Chilli Green (Machhe),891.66,842.98,-5.5
2015,3,Chilli Green (Machhe),944.06,829.93,5.88
2015,4,Chilli Green (Machhe),985.27,1121.05,4.37
2015,5,Chilli Green (Machhe),937.62,1117.61,-4.84
2015,6,Chilli Green (Machhe),969.05,1030.18,3.35
2015,7,Chilli Green (Machhe),920.04,756.04,-5.06
2015,8,Chilli Green (Machhe),889.98,723.12,-3.27
2015,9,Chilli Green (Machhe),931.06,857.73,4.62
2015,10,Chilli Green (Machhe),978.42,1052.31,5.09
2015,11,Chilli Green (Machhe),898.42,939.75,-8.18
2015,12,Chilli Green (Machhe),888.99,1057.63,-1.05
2016,1,Chilli Green (Machhe),824.26,949.62,-7.28
